id,short_date,long_date,day_of_week,month_name,day_in_year,week_in_year,month_id,days_in_month,day_of_month,quarter,year,days_in_year,short_persian_date,Long_persian_date,persian_day,persian_month,persian_year,persian_weekday,persian_month_name,is_leep_year,hijri_short_date,hijri_long_date,hijri_day,hijri_month,hijri_year,hijri_month_name,is_weekend,is_holiday
200701,8/1/2020,"Saturday, August 1, 2020",Saturday,August,214,31,8,31,1,3,2020,366,11/05/1399,"شنبه, 11 مرداد 1399",11,05,1399,سه شنبه,فروردین,0,12/12/1441,12 ذو الحجة 1441,12,12,1441,شوال,0,0
200702,8/2/2020,"Sunday, August 2, 2020",Sunday,August,215,31,8,31,2,3,2020,366,12/05/1399,"يكشنبه, 12 مرداد 1399",12,05,1399,سه شنبه,فروردین,0,13/12/1441,13 ذو الحجة 1441,13,12,1441,شوال,0,0
200703,8/3/2020,"Monday, August 3, 2020",Monday,August,216,32,8,31,3,3,2020,366,13/05/1399,"دوشنبه, 13 مرداد 1399",13,05,1399,سه شنبه,فروردین,0,14/12/1441,14 ذو الحجة 1441,14,12,1441,شوال,0,0
200704,8/4/2020,"Tuesday, August 4, 2020",Tuesday,August,217,32,8,31,4,3,2020,366,14/05/1399,"سه شنبه, 14 مرداد 1399",14,05,1399,سه شنبه,فروردین,0,15/12/1441,15 ذو الحجة 1441,15,12,1441,شوال,0,0
200705,8/5/2020,"Wednesday, August 5, 2020",Wednesday,August,218,32,8,31,5,3,2020,366,15/05/1399,"چهارشنبه, 15 مرداد 1399",15,05,1399,سه شنبه,فروردین,0,16/12/1441,16 ذو الحجة 1441,16,12,1441,شوال,0,0
200706,8/6/2020,"Thursday, August 6, 2020",Thursday,August,219,32,8,31,6,3,2020,366,16/05/1399,"پنجشنبه, 16 مرداد 1399",16,05,1399,سه شنبه,فروردین,0,17/12/1441,17 ذو الحجة 1441,17,12,1441,شوال,0,0
200707,8/7/2020,"Friday, August 7, 2020",Friday,August,220,32,8,31,7,3,2020,366,17/05/1399,"جمعه, 17 مرداد 1399",17,05,1399,سه شنبه,فروردین,0,18/12/1441,18 ذو الحجة 1441,18,12,1441,شوال,0,0
200708,8/8/2020,"Saturday, August 8, 2020",Saturday,August,221,32,8,31,8,3,2020,366,18/05/1399,"شنبه, 18 مرداد 1399",18,05,1399,سه شنبه,فروردین,0,19/12/1441,19 ذو الحجة 1441,19,12,1441,شوال,0,0
200709,8/9/2020,"Sunday, August 9, 2020",Sunday,August,222,32,8,31,9,3,2020,366,19/05/1399,"يكشنبه, 19 مرداد 1399",19,05,1399,سه شنبه,فروردین,0,20/12/1441,20 ذو الحجة 1441,20,12,1441,شوال,0,0
200710,8/10/2020,"Monday, August 10, 2020",Monday,August,223,33,8,31,10,3,2020,366,20/05/1399,"دوشنبه, 20 مرداد 1399",20,05,1399,سه شنبه,فروردین,0,21/12/1441,21 ذو الحجة 1441,21,12,1441,شوال,0,0
200711,8/11/2020,"Tuesday, August 11, 2020",Tuesday,August,224,33,8,31,11,3,2020,366,21/05/1399,"سه شنبه, 21 مرداد 1399",21,05,1399,سه شنبه,فروردین,0,22/12/1441,22 ذو الحجة 1441,22,12,1441,شوال,0,0
200712,8/12/2020,"Wednesday, August 12, 2020",Wednesday,August,225,33,8,31,12,3,2020,366,22/05/1399,"چهارشنبه, 22 مرداد 1399",22,05,1399,سه شنبه,فروردین,0,23/12/1441,23 ذو الحجة 1441,23,12,1441,شوال,0,0
200713,8/13/2020,"Thursday, August 13, 2020",Thursday,August,226,33,8,31,13,3,2020,366,23/05/1399,"پنجشنبه, 23 مرداد 1399",23,05,1399,سه شنبه,فروردین,0,24/12/1441,24 ذو الحجة 1441,24,12,1441,شوال,0,0
200714,8/14/2020,"Friday, August 14, 2020",Friday,August,227,33,8,31,14,3,2020,366,24/05/1399,"جمعه, 24 مرداد 1399",24,05,1399,سه شنبه,فروردین,0,25/12/1441,25 ذو الحجة 1441,25,12,1441,شوال,0,0
200715,8/15/2020,"Saturday, August 15, 2020",Saturday,August,228,33,8,31,15,3,2020,366,25/05/1399,"شنبه, 25 مرداد 1399",25,05,1399,سه شنبه,فروردین,0,26/12/1441,26 ذو الحجة 1441,26,12,1441,شوال,0,0
200716,8/16/2020,"Sunday, August 16, 2020",Sunday,August,229,33,8,31,16,3,2020,366,26/05/1399,"يكشنبه, 26 مرداد 1399",26,05,1399,سه شنبه,فروردین,0,27/12/1441,27 ذو الحجة 1441,27,12,1441,شوال,0,0
200717,8/17/2020,"Monday, August 17, 2020",Monday,August,230,34,8,31,17,3,2020,366,27/05/1399,"دوشنبه, 27 مرداد 1399",27,05,1399,سه شنبه,فروردین,0,28/12/1441,28 ذو الحجة 1441,28,12,1441,شوال,0,0
200718,8/18/2020,"Tuesday, August 18, 2020",Tuesday,August,231,34,8,31,18,3,2020,366,28/05/1399,"سه شنبه, 28 مرداد 1399",28,05,1399,سه شنبه,فروردین,0,29/12/1441,29 ذو الحجة 1441,29,12,1441,شوال,0,0
200719,8/19/2020,"Wednesday, August 19, 2020",Wednesday,August,232,34,8,31,19,3,2020,366,29/05/1399,"چهارشنبه, 29 مرداد 1399",29,05,1399,سه شنبه,فروردین,0,1/01/1442,1 محرم 1442,1,1,1442,شوال,0,0
200720,8/20/2020,"Thursday, August 20, 2020",Thursday,August,233,34,8,31,20,3,2020,366,30/05/1399,"پنجشنبه, 30 مرداد 1399",30,05,1399,سه شنبه,فروردین,0,2/01/1442,2 محرم 1442,2,1,1442,شوال,0,0
200721,8/21/2020,"Friday, August 21, 2020",Friday,August,234,34,8,31,21,3,2020,366,31/05/1399,"جمعه, 31 مرداد 1399",31,05,1399,سه شنبه,فروردین,0,3/01/1442,3 محرم 1442,3,1,1442,شوال,0,0
200722,8/22/2020,"Saturday, August 22, 2020",Saturday,August,235,34,8,31,22,3,2020,366,01/06/1399,"شنبه, 1 شهریور 1399",01,06,1399,سه شنبه,فروردین,0,4/01/1442,4 محرم 1442,4,1,1442,شوال,0,0
200723,8/23/2020,"Sunday, August 23, 2020",Sunday,August,236,34,8,31,23,3,2020,366,02/06/1399,"يكشنبه, 2 شهریور 1399",02,06,1399,سه شنبه,فروردین,0,5/01/1442,5 محرم 1442,5,1,1442,شوال,0,0
200724,8/24/2020,"Monday, August 24, 2020",Monday,August,237,35,8,31,24,3,2020,366,03/06/1399,"دوشنبه, 3 شهریور 1399",03,06,1399,سه شنبه,فروردین,0,6/01/1442,6 محرم 1442,6,1,1442,شوال,0,0
200725,8/25/2020,"Tuesday, August 25, 2020",Tuesday,August,238,35,8,31,25,3,2020,366,04/06/1399,"سه شنبه, 4 شهریور 1399",04,06,1399,سه شنبه,فروردین,0,7/01/1442,7 محرم 1442,7,1,1442,شوال,0,0
200726,8/26/2020,"Wednesday, August 26, 2020",Wednesday,August,239,35,8,31,26,3,2020,366,05/06/1399,"چهارشنبه, 5 شهریور 1399",05,06,1399,سه شنبه,فروردین,0,8/01/1442,8 محرم 1442,8,1,1442,شوال,0,0
200727,8/27/2020,"Thursday, August 27, 2020",Thursday,August,240,35,8,31,27,3,2020,366,06/06/1399,"پنجشنبه, 6 شهریور 1399",06,06,1399,سه شنبه,فروردین,0,9/01/1442,9 محرم 1442,9,1,1442,شوال,0,0
200728,8/28/2020,"Friday, August 28, 2020",Friday,August,241,35,8,31,28,3,2020,366,07/06/1399,"جمعه, 7 شهریور 1399",07,06,1399,سه شنبه,فروردین,0,10/01/1442,10 محرم 1442,10,1,1442,شوال,0,0
200729,8/29/2020,"Saturday, August 29, 2020",Saturday,August,242,35,8,31,29,3,2020,366,08/06/1399,"شنبه, 8 شهریور 1399",08,06,1399,سه شنبه,فروردین,0,11/01/1442,11 محرم 1442,11,1,1442,شوال,0,0
200730,8/30/2020,"Sunday, August 30, 2020",Sunday,August,243,35,8,31,30,3,2020,366,09/06/1399,"يكشنبه, 9 شهریور 1399",09,06,1399,سه شنبه,فروردین,0,12/01/1442,12 محرم 1442,12,1,1442,شوال,0,0
200731,8/31/2020,"Monday, August 31, 2020",Monday,August,244,36,8,31,31,3,2020,366,10/06/1399,"دوشنبه, 10 شهریور 1399",10,06,1399,سه شنبه,فروردین,0,13/01/1442,13 محرم 1442,13,1,1442,شوال,0,0
200801,9/1/2020,"Tuesday, September 1, 2020",Tuesday,September,245,36,9,30,1,3,2020,366,11/06/1399,"سه شنبه, 11 شهریور 1399",11,06,1399,سه شنبه,فروردین,0,14/01/1442,14 محرم 1442,14,1,1442,شوال,0,0
200802,9/2/2020,"Wednesday, September 2, 2020",Wednesday,September,246,36,9,30,2,3,2020,366,12/06/1399,"چهارشنبه, 12 شهریور 1399",12,06,1399,سه شنبه,فروردین,0,15/01/1442,15 محرم 1442,15,1,1442,شوال,0,0
200803,9/3/2020,"Thursday, September 3, 2020",Thursday,September,247,36,9,30,3,3,2020,366,13/06/1399,"پنجشنبه, 13 شهریور 1399",13,06,1399,سه شنبه,فروردین,0,16/01/1442,16 محرم 1442,16,1,1442,شوال,0,0
200804,9/4/2020,"Friday, September 4, 2020",Friday,September,248,36,9,30,4,3,2020,366,14/06/1399,"جمعه, 14 شهریور 1399",14,06,1399,سه شنبه,فروردین,0,17/01/1442,17 محرم 1442,17,1,1442,شوال,0,0
200805,9/5/2020,"Saturday, September 5, 2020",Saturday,September,249,36,9,30,5,3,2020,366,15/06/1399,"شنبه, 15 شهریور 1399",15,06,1399,سه شنبه,فروردین,0,18/01/1442,18 محرم 1442,18,1,1442,شوال,0,0
200806,9/6/2020,"Sunday, September 6, 2020",Sunday,September,250,36,9,30,6,3,2020,366,16/06/1399,"يكشنبه, 16 شهریور 1399",16,06,1399,سه شنبه,فروردین,0,19/01/1442,19 محرم 1442,19,1,1442,شوال,0,0
200807,9/7/2020,"Monday, September 7, 2020",Monday,September,251,37,9,30,7,3,2020,366,17/06/1399,"دوشنبه, 17 شهریور 1399",17,06,1399,سه شنبه,فروردین,0,20/01/1442,20 محرم 1442,20,1,1442,شوال,0,0
200808,9/8/2020,"Tuesday, September 8, 2020",Tuesday,September,252,37,9,30,8,3,2020,366,18/06/1399,"سه شنبه, 18 شهریور 1399",18,06,1399,سه شنبه,فروردین,0,21/01/1442,21 محرم 1442,21,1,1442,شوال,0,0
200809,9/9/2020,"Wednesday, September 9, 2020",Wednesday,September,253,37,9,30,9,3,2020,366,19/06/1399,"چهارشنبه, 19 شهریور 1399",19,06,1399,سه شنبه,فروردین,0,22/01/1442,22 محرم 1442,22,1,1442,شوال,0,0
200810,9/10/2020,"Thursday, September 10, 2020",Thursday,September,254,37,9,30,10,3,2020,366,20/06/1399,"پنجشنبه, 20 شهریور 1399",20,06,1399,سه شنبه,فروردین,0,23/01/1442,23 محرم 1442,23,1,1442,شوال,0,0
200811,9/11/2020,"Friday, September 11, 2020",Friday,September,255,37,9,30,11,3,2020,366,21/06/1399,"جمعه, 21 شهریور 1399",21,06,1399,سه شنبه,فروردین,0,24/01/1442,24 محرم 1442,24,1,1442,شوال,0,0
200812,9/12/2020,"Saturday, September 12, 2020",Saturday,September,256,37,9,30,12,3,2020,366,22/06/1399,"شنبه, 22 شهریور 1399",22,06,1399,سه شنبه,فروردین,0,25/01/1442,25 محرم 1442,25,1,1442,شوال,0,0
200813,9/13/2020,"Sunday, September 13, 2020",Sunday,September,257,37,9,30,13,3,2020,366,23/06/1399,"يكشنبه, 23 شهریور 1399",23,06,1399,سه شنبه,فروردین,0,26/01/1442,26 محرم 1442,26,1,1442,شوال,0,0
200814,9/14/2020,"Monday, September 14, 2020",Monday,September,258,38,9,30,14,3,2020,366,24/06/1399,"دوشنبه, 24 شهریور 1399",24,06,1399,سه شنبه,فروردین,0,27/01/1442,27 محرم 1442,27,1,1442,شوال,0,0
200815,9/15/2020,"Tuesday, September 15, 2020",Tuesday,September,259,38,9,30,15,3,2020,366,25/06/1399,"سه شنبه, 25 شهریور 1399",25,06,1399,سه شنبه,فروردین,0,28/01/1442,28 محرم 1442,28,1,1442,شوال,0,0
200816,9/16/2020,"Wednesday, September 16, 2020",Wednesday,September,260,38,9,30,16,3,2020,366,26/06/1399,"چهارشنبه, 26 شهریور 1399",26,06,1399,سه شنبه,فروردین,0,29/01/1442,29 محرم 1442,29,1,1442,شوال,0,0
200817,9/17/2020,"Thursday, September 17, 2020",Thursday,September,261,38,9,30,17,3,2020,366,27/06/1399,"پنجشنبه, 27 شهریور 1399",27,06,1399,سه شنبه,فروردین,0,30/01/1442,30 محرم 1442,30,1,1442,شوال,0,0
200818,9/18/2020,"Friday, September 18, 2020",Friday,September,262,38,9,30,18,3,2020,366,28/06/1399,"جمعه, 28 شهریور 1399",28,06,1399,سه شنبه,فروردین,0,1/02/1442,1 صفر 1442,1,2,1442,شوال,0,0
200819,9/19/2020,"Saturday, September 19, 2020",Saturday,September,263,38,9,30,19,3,2020,366,29/06/1399,"شنبه, 29 شهریور 1399",29,06,1399,سه شنبه,فروردین,0,2/02/1442,2 صفر 1442,2,2,1442,شوال,0,0
200820,9/20/2020,"Sunday, September 20, 2020",Sunday,September,264,38,9,30,20,3,2020,366,30/06/1399,"يكشنبه, 30 شهریور 1399",30,06,1399,سه شنبه,فروردین,0,3/02/1442,3 صفر 1442,3,2,1442,شوال,0,0
200821,9/21/2020,"Monday, September 21, 2020",Monday,September,265,39,9,30,21,3,2020,366,31/06/1399,"دوشنبه, 31 شهریور 1399",31,06,1399,سه شنبه,فروردین,0,4/02/1442,4 صفر 1442,4,2,1442,شوال,0,0
200822,9/22/2020,"Tuesday, September 22, 2020",Tuesday,September,266,39,9,30,22,3,2020,366,01/07/1399,"سه شنبه, 1 مهر 1399",01,07,1399,سه شنبه,فروردین,0,5/02/1442,5 صفر 1442,5,2,1442,شوال,0,0
200823,9/23/2020,"Wednesday, September 23, 2020",Wednesday,September,267,39,9,30,23,3,2020,366,02/07/1399,"چهارشنبه, 2 مهر 1399",02,07,1399,سه شنبه,فروردین,0,6/02/1442,6 صفر 1442,6,2,1442,شوال,0,0
200824,9/24/2020,"Thursday, September 24, 2020",Thursday,September,268,39,9,30,24,3,2020,366,03/07/1399,"پنجشنبه, 3 مهر 1399",03,07,1399,سه شنبه,فروردین,0,7/02/1442,7 صفر 1442,7,2,1442,شوال,0,0
200825,9/25/2020,"Friday, September 25, 2020",Friday,September,269,39,9,30,25,3,2020,366,04/07/1399,"جمعه, 4 مهر 1399",04,07,1399,سه شنبه,فروردین,0,8/02/1442,8 صفر 1442,8,2,1442,شوال,0,0
200826,9/26/2020,"Saturday, September 26, 2020",Saturday,September,270,39,9,30,26,3,2020,366,05/07/1399,"شنبه, 5 مهر 1399",05,07,1399,سه شنبه,فروردین,0,9/02/1442,9 صفر 1442,9,2,1442,شوال,0,0
200827,9/27/2020,"Sunday, September 27, 2020",Sunday,September,271,39,9,30,27,3,2020,366,06/07/1399,"يكشنبه, 6 مهر 1399",06,07,1399,سه شنبه,فروردین,0,10/02/1442,10 صفر 1442,10,2,1442,شوال,0,0
200828,9/28/2020,"Monday, September 28, 2020",Monday,September,272,40,9,30,28,3,2020,366,07/07/1399,"دوشنبه, 7 مهر 1399",07,07,1399,سه شنبه,فروردین,0,11/02/1442,11 صفر 1442,11,2,1442,شوال,0,0
200829,9/29/2020,"Tuesday, September 29, 2020",Tuesday,September,273,40,9,30,29,3,2020,366,08/07/1399,"سه شنبه, 8 مهر 1399",08,07,1399,سه شنبه,فروردین,0,12/02/1442,12 صفر 1442,12,2,1442,شوال,0,0
200830,9/30/2020,"Wednesday, September 30, 2020",Wednesday,September,274,40,9,30,30,3,2020,366,09/07/1399,"چهارشنبه, 9 مهر 1399",09,07,1399,سه شنبه,فروردین,0,13/02/1442,13 صفر 1442,13,2,1442,شوال,0,0
200901,10/1/2020,"Thursday, October 1, 2020",Thursday,October,275,40,10,31,1,4,2020,366,10/07/1399,"پنجشنبه, 10 مهر 1399",10,07,1399,سه شنبه,فروردین,0,14/02/1442,14 صفر 1442,14,2,1442,شوال,0,0
200902,10/2/2020,"Friday, October 2, 2020",Friday,October,276,40,10,31,2,4,2020,366,11/07/1399,"جمعه, 11 مهر 1399",11,07,1399,سه شنبه,فروردین,0,15/02/1442,15 صفر 1442,15,2,1442,شوال,0,0
200903,10/3/2020,"Saturday, October 3, 2020",Saturday,October,277,40,10,31,3,4,2020,366,12/07/1399,"شنبه, 12 مهر 1399",12,07,1399,سه شنبه,فروردین,0,16/02/1442,16 صفر 1442,16,2,1442,شوال,0,0
200904,10/4/2020,"Sunday, October 4, 2020",Sunday,October,278,40,10,31,4,4,2020,366,13/07/1399,"يكشنبه, 13 مهر 1399",13,07,1399,سه شنبه,فروردین,0,17/02/1442,17 صفر 1442,17,2,1442,شوال,0,0
200905,10/5/2020,"Monday, October 5, 2020",Monday,October,279,41,10,31,5,4,2020,366,14/07/1399,"دوشنبه, 14 مهر 1399",14,07,1399,سه شنبه,فروردین,0,18/02/1442,18 صفر 1442,18,2,1442,شوال,0,0
200906,10/6/2020,"Tuesday, October 6, 2020",Tuesday,October,280,41,10,31,6,4,2020,366,15/07/1399,"سه شنبه, 15 مهر 1399",15,07,1399,سه شنبه,فروردین,0,19/02/1442,19 صفر 1442,19,2,1442,شوال,0,0
200907,10/7/2020,"Wednesday, October 7, 2020",Wednesday,October,281,41,10,31,7,4,2020,366,16/07/1399,"چهارشنبه, 16 مهر 1399",16,07,1399,سه شنبه,فروردین,0,20/02/1442,20 صفر 1442,20,2,1442,شوال,0,0
200908,10/8/2020,"Thursday, October 8, 2020",Thursday,October,282,41,10,31,8,4,2020,366,17/07/1399,"پنجشنبه, 17 مهر 1399",17,07,1399,سه شنبه,فروردین,0,21/02/1442,21 صفر 1442,21,2,1442,شوال,0,0
200909,10/9/2020,"Friday, October 9, 2020",Friday,October,283,41,10,31,9,4,2020,366,18/07/1399,"جمعه, 18 مهر 1399",18,07,1399,سه شنبه,فروردین,0,22/02/1442,22 صفر 1442,22,2,1442,شوال,0,0
200910,10/10/2020,"Saturday, October 10, 2020",Saturday,October,284,41,10,31,10,4,2020,366,19/07/1399,"شنبه, 19 مهر 1399",19,07,1399,سه شنبه,فروردین,0,23/02/1442,23 صفر 1442,23,2,1442,شوال,0,0
200911,10/11/2020,"Sunday, October 11, 2020",Sunday,October,285,41,10,31,11,4,2020,366,20/07/1399,"يكشنبه, 20 مهر 1399",20,07,1399,سه شنبه,فروردین,0,24/02/1442,24 صفر 1442,24,2,1442,شوال,0,0
200912,10/12/2020,"Monday, October 12, 2020",Monday,October,286,42,10,31,12,4,2020,366,21/07/1399,"دوشنبه, 21 مهر 1399",21,07,1399,سه شنبه,فروردین,0,25/02/1442,25 صفر 1442,25,2,1442,شوال,0,0
200913,10/13/2020,"Tuesday, October 13, 2020",Tuesday,October,287,42,10,31,13,4,2020,366,22/07/1399,"سه شنبه, 22 مهر 1399",22,07,1399,سه شنبه,فروردین,0,26/02/1442,26 صفر 1442,26,2,1442,شوال,0,0
200914,10/14/2020,"Wednesday, October 14, 2020",Wednesday,October,288,42,10,31,14,4,2020,366,23/07/1399,"چهارشنبه, 23 مهر 1399",23,07,1399,سه شنبه,فروردین,0,27/02/1442,27 صفر 1442,27,2,1442,شوال,0,0
200915,10/15/2020,"Thursday, October 15, 2020",Thursday,October,289,42,10,31,15,4,2020,366,24/07/1399,"پنجشنبه, 24 مهر 1399",24,07,1399,سه شنبه,فروردین,0,28/02/1442,28 صفر 1442,28,2,1442,شوال,0,0
200916,10/16/2020,"Friday, October 16, 2020",Friday,October,290,42,10,31,16,4,2020,366,25/07/1399,"جمعه, 25 مهر 1399",25,07,1399,سه شنبه,فروردین,0,29/02/1442,29 صفر 1442,29,2,1442,شوال,0,0
200917,10/17/2020,"Saturday, October 17, 2020",Saturday,October,291,42,10,31,17,4,2020,366,26/07/1399,"شنبه, 26 مهر 1399",26,07,1399,سه شنبه,فروردین,0,1/03/1442,1 ربيع الأول 1442,1,3,1442,شوال,0,0
200918,10/18/2020,"Sunday, October 18, 2020",Sunday,October,292,42,10,31,18,4,2020,366,27/07/1399,"يكشنبه, 27 مهر 1399",27,07,1399,سه شنبه,فروردین,0,2/03/1442,2 ربيع الأول 1442,2,3,1442,شوال,0,0
200919,10/19/2020,"Monday, October 19, 2020",Monday,October,293,43,10,31,19,4,2020,366,28/07/1399,"دوشنبه, 28 مهر 1399",28,07,1399,سه شنبه,فروردین,0,3/03/1442,3 ربيع الأول 1442,3,3,1442,شوال,0,0
200920,10/20/2020,"Tuesday, October 20, 2020",Tuesday,October,294,43,10,31,20,4,2020,366,29/07/1399,"سه شنبه, 29 مهر 1399",29,07,1399,سه شنبه,فروردین,0,4/03/1442,4 ربيع الأول 1442,4,3,1442,شوال,0,0
200921,10/21/2020,"Wednesday, October 21, 2020",Wednesday,October,295,43,10,31,21,4,2020,366,30/07/1399,"چهارشنبه, 30 مهر 1399",30,07,1399,سه شنبه,فروردین,0,5/03/1442,5 ربيع الأول 1442,5,3,1442,شوال,0,0
200922,10/22/2020,"Thursday, October 22, 2020",Thursday,October,296,43,10,31,22,4,2020,366,01/08/1399,"پنجشنبه, 1 آبان 1399",01,08,1399,سه شنبه,فروردین,0,6/03/1442,6 ربيع الأول 1442,6,3,1442,شوال,0,0
200923,10/23/2020,"Friday, October 23, 2020",Friday,October,297,43,10,31,23,4,2020,366,02/08/1399,"جمعه, 2 آبان 1399",02,08,1399,سه شنبه,فروردین,0,7/03/1442,7 ربيع الأول 1442,7,3,1442,شوال,0,0
200924,10/24/2020,"Saturday, October 24, 2020",Saturday,October,298,43,10,31,24,4,2020,366,03/08/1399,"شنبه, 3 آبان 1399",03,08,1399,سه شنبه,فروردین,0,8/03/1442,8 ربيع الأول 1442,8,3,1442,شوال,0,0
200925,10/25/2020,"Sunday, October 25, 2020",Sunday,October,299,43,10,31,25,4,2020,366,04/08/1399,"يكشنبه, 4 آبان 1399",04,08,1399,سه شنبه,فروردین,0,9/03/1442,9 ربيع الأول 1442,9,3,1442,شوال,0,0
200926,10/26/2020,"Monday, October 26, 2020",Monday,October,300,44,10,31,26,4,2020,366,05/08/1399,"دوشنبه, 5 آبان 1399",05,08,1399,سه شنبه,فروردین,0,10/03/1442,10 ربيع الأول 1442,10,3,1442,شوال,0,0
200927,10/27/2020,"Tuesday, October 27, 2020",Tuesday,October,301,44,10,31,27,4,2020,366,06/08/1399,"سه شنبه, 6 آبان 1399",06,08,1399,سه شنبه,فروردین,0,11/03/1442,11 ربيع الأول 1442,11,3,1442,شوال,0,0
200928,10/28/2020,"Wednesday, October 28, 2020",Wednesday,October,302,44,10,31,28,4,2020,366,07/08/1399,"چهارشنبه, 7 آبان 1399",07,08,1399,سه شنبه,فروردین,0,12/03/1442,12 ربيع الأول 1442,12,3,1442,شوال,0,0
200929,10/29/2020,"Thursday, October 29, 2020",Thursday,October,303,44,10,31,29,4,2020,366,08/08/1399,"پنجشنبه, 8 آبان 1399",08,08,1399,سه شنبه,فروردین,0,13/03/1442,13 ربيع الأول 1442,13,3,1442,شوال,0,0
200930,10/30/2020,"Friday, October 30, 2020",Friday,October,304,44,10,31,30,4,2020,366,09/08/1399,"جمعه, 9 آبان 1399",09,08,1399,سه شنبه,فروردین,0,14/03/1442,14 ربيع الأول 1442,14,3,1442,شوال,0,0
200931,10/31/2020,"Saturday, October 31, 2020",Saturday,October,305,44,10,31,31,4,2020,366,10/08/1399,"شنبه, 10 آبان 1399",10,08,1399,سه شنبه,فروردین,0,15/03/1442,15 ربيع الأول 1442,15,3,1442,شوال,0,0
201001,11/1/2020,"Sunday, November 1, 2020",Sunday,November,306,44,11,30,1,4,2020,366,11/08/1399,"يكشنبه, 11 آبان 1399",11,08,1399,سه شنبه,فروردین,0,16/03/1442,16 ربيع الأول 1442,16,3,1442,شوال,0,0
201002,11/2/2020,"Monday, November 2, 2020",Monday,November,307,45,11,30,2,4,2020,366,12/08/1399,"دوشنبه, 12 آبان 1399",12,08,1399,سه شنبه,فروردین,0,17/03/1442,17 ربيع الأول 1442,17,3,1442,شوال,0,0
201003,11/3/2020,"Tuesday, November 3, 2020",Tuesday,November,308,45,11,30,3,4,2020,366,13/08/1399,"سه شنبه, 13 آبان 1399",13,08,1399,سه شنبه,فروردین,0,18/03/1442,18 ربيع الأول 1442,18,3,1442,شوال,0,0
201004,11/4/2020,"Wednesday, November 4, 2020",Wednesday,November,309,45,11,30,4,4,2020,366,14/08/1399,"چهارشنبه, 14 آبان 1399",14,08,1399,سه شنبه,فروردین,0,19/03/1442,19 ربيع الأول 1442,19,3,1442,شوال,0,0
201005,11/5/2020,"Thursday, November 5, 2020",Thursday,November,310,45,11,30,5,4,2020,366,15/08/1399,"پنجشنبه, 15 آبان 1399",15,08,1399,سه شنبه,فروردین,0,20/03/1442,20 ربيع الأول 1442,20,3,1442,شوال,0,0
201006,11/6/2020,"Friday, November 6, 2020",Friday,November,311,45,11,30,6,4,2020,366,16/08/1399,"جمعه, 16 آبان 1399",16,08,1399,سه شنبه,فروردین,0,21/03/1442,21 ربيع الأول 1442,21,3,1442,شوال,0,0
201007,11/7/2020,"Saturday, November 7, 2020",Saturday,November,312,45,11,30,7,4,2020,366,17/08/1399,"شنبه, 17 آبان 1399",17,08,1399,سه شنبه,فروردین,0,22/03/1442,22 ربيع الأول 1442,22,3,1442,شوال,0,0
201008,11/8/2020,"Sunday, November 8, 2020",Sunday,November,313,45,11,30,8,4,2020,366,18/08/1399,"يكشنبه, 18 آبان 1399",18,08,1399,سه شنبه,فروردین,0,23/03/1442,23 ربيع الأول 1442,23,3,1442,شوال,0,0
201009,11/9/2020,"Monday, November 9, 2020",Monday,November,314,46,11,30,9,4,2020,366,19/08/1399,"دوشنبه, 19 آبان 1399",19,08,1399,سه شنبه,فروردین,0,24/03/1442,24 ربيع الأول 1442,24,3,1442,شوال,0,0
201010,11/10/2020,"Tuesday, November 10, 2020",Tuesday,November,315,46,11,30,10,4,2020,366,20/08/1399,"سه شنبه, 20 آبان 1399",20,08,1399,سه شنبه,فروردین,0,25/03/1442,25 ربيع الأول 1442,25,3,1442,شوال,0,0
201011,11/11/2020,"Wednesday, November 11, 2020",Wednesday,November,316,46,11,30,11,4,2020,366,21/08/1399,"چهارشنبه, 21 آبان 1399",21,08,1399,سه شنبه,فروردین,0,26/03/1442,26 ربيع الأول 1442,26,3,1442,شوال,0,0
201012,11/12/2020,"Thursday, November 12, 2020",Thursday,November,317,46,11,30,12,4,2020,366,22/08/1399,"پنجشنبه, 22 آبان 1399",22,08,1399,سه شنبه,فروردین,0,27/03/1442,27 ربيع الأول 1442,27,3,1442,شوال,0,0
201013,11/13/2020,"Friday, November 13, 2020",Friday,November,318,46,11,30,13,4,2020,366,23/08/1399,"جمعه, 23 آبان 1399",23,08,1399,سه شنبه,فروردین,0,28/03/1442,28 ربيع الأول 1442,28,3,1442,شوال,0,0
201014,11/14/2020,"Saturday, November 14, 2020",Saturday,November,319,46,11,30,14,4,2020,366,24/08/1399,"شنبه, 24 آبان 1399",24,08,1399,سه شنبه,فروردین,0,29/03/1442,29 ربيع الأول 1442,29,3,1442,شوال,0,0
201015,11/15/2020,"Sunday, November 15, 2020",Sunday,November,320,46,11,30,15,4,2020,366,25/08/1399,"يكشنبه, 25 آبان 1399",25,08,1399,سه شنبه,فروردین,0,30/03/1442,30 ربيع الأول 1442,30,3,1442,شوال,0,0
201016,11/16/2020,"Monday, November 16, 2020",Monday,November,321,47,11,30,16,4,2020,366,26/08/1399,"دوشنبه, 26 آبان 1399",26,08,1399,سه شنبه,فروردین,0,1/04/1442,1 ربيع الثاني 1442,1,4,1442,شوال,0,0
